date,year,incidence_raw,incidence_smooth
2018-02-19,2018,0.861863934118614,0.9400231634381931
2018-02-26,2018,0.7066016812810695,0.8248967310620549
2018-03-05,2018,0.77947988159257,0.7826484989974168
2018-03-12,2018,0.8143346730458961,0.7668054119731776
2018-03-19,2018,0.9379107518349622,0.8439084354911418
2018-03-26,2018,1.0741613002434196,0.9421355750414251
2018-04-02,2018,1.248435257510051,1.08683576986281
2018-04-09,2018,1.5050932673027264,1.2758966083520649
2018-04-16,2018,1.8282922425972068,1.5272735891366604
2018-04-23,2018,2.0342523739123166,1.7892126279374156
2018-04-30,2018,2.195851861559557,2.0194654926896924
2018-05-07,2018,2.538062541283124,2.256055592251665
2018-05-14,2018,2.9848375953666704,2.57291733273645
2018-05-21,2018,3.3904206231871945,2.9711069199456617
2018-05-28,2018,2.892947690626083,3.0894019697266484
2018-06-04,2018,2.9943434475812136,3.092570587131496
2018-06-11,2018,3.311205188065998,3.0661654420910973
2018-06-18,2018,3.5456828760247387,3.2837438372239824
2018-06-25,2018,3.127425378584823,3.3281044808918523
2018-07-02,2018,2.946814186508496,3.2066408137060187
2018-07-09,2018,2.718673733359451,2.9309710994842555
2018-07-16,2018,2.6331210634285593,2.766202994432168
2018-07-23,2018,2.186346009345013,2.51271360204434
2018-07-30,2018,2.0374209913171644,2.2856293546969115
2018-08-06,2018,1.904339060313555,2.0427020203252435
2018-08-13,2018,1.6064890242578576,1.8494163586295247
2018-08-20,2018,1.4195405973718347,1.6434562273144149
2018-08-27,2018,1.4829129454687915,1.5029808556994937
2018-09-03,2018,1.6033204068530098,1.5019246498978778
2018-09-10,2018,1.5304422065415093,1.5388918529544362
2018-09-17,2018,1.4322150669912261,1.5219925601285809
2018-09-24,2018,1.5304422065415093,1.4976998266914139
2018-10-01,2018,1.3054703707973123,1.4227092147766818
2018-10-08,2018,1.5114305021124221,1.4491143598170801
2018-10-15,2018,1.5811400850190747,1.4660136526429355
2018-10-22,2018,1.3846858059185083,1.492418797683334
2018-10-29,2018,1.454395388825161,1.4734070932542471
2018-11-05,2018,1.6857044593790536,1.5082618847075733
2018-11-12,2018,1.498756032493031,1.5462852935657476
